"","X","POSname","NEGname","CommonName","Trtmt","Day","Cmpd","Class","ContainsN","PeakArea"
"219",219,"9S_POS.mzML","9S_NEG.mzML","Bulk_soil","X",0,"proline","AA","Y",344495.52
"220",220,"1S_POS.mzML","1S_NEG.mzML","Root_1day","X",1,"proline","AA","Y",335692.49
"221",221,"21S_POS.mzML","21S_NEG.mzML","Root_1day","X",1,"proline","AA","Y",616076.93
"222",222,"41S_POS.mzML","41S_NEG.mzML","Root_1day","X",1,"proline","AA","Y",450065.38
"223",223,"23S_POS.mzML","23S_NEG.mzML","Root_2day","X",2,"proline","AA","Y",422836.44
"224",224,"3S_POS.mzML","3S_NEG.mzML","Root_2day","X",2,"proline","AA","Y",411817.51
"225",225,"43S_POS.mzML","43S_NEG.mzML","Root_2day","X",2,"proline","AA","Y",222945.91
"226",226,"25S_POS.mzML","25S_NEG.mzML","Root_3.5day","X",3.5,"proline","AA","Y",669149.36
"227",227,"45S_POS.mzML","45S_NEG.mzML","Root_3.5day","X",3.5,"proline","AA","Y",403161.53
"228",228,"5S_POS.mzML","5S_NEG.mzML","Root_3.5day","X",3.5,"proline","AA","Y",549627.56
"229",229,"27S_POS.mzML","27S_NEG.mzML","Root_5.5day","X",5.5,"proline","AA","Y",298609.58
"230",230,"47S_POS.mzML","47S_NEG.mzML","Root_5.5day","X",5.5,"proline","AA","Y",379638.82
"231",231,"7S_POS.mzML","7S_NEG.mzML","Root_5.5day","X",5.5,"proline","AA","Y",442153.89
"232",232,"61S_POS.mzML","61S_NEG.mzML","Root_7.5day","X",7.5,"proline","AA","Y",364165.9
"233",233,"63S_POS.mzML","63S_NEG.mzML","Root_7.5day","X",7.5,"proline","AA","Y",38565.19
"234",234,"65S_POS.mzML","65S_NEG.mzML","Root_7.5day","X",7.5,"proline","AA","Y",595367.11
"235",235,"17S_POS.mzML","17S_NEG.mzML","Bulk_N_soil","N",0,"proline","AA","Y",329211.08
"236",236,"39S_POS.mzML","39S_NEG.mzML","Bulk_N_soil","N",0,"proline","AA","Y",241747.87
"237",237,"59S_POS.mzML","59S_NEG.mzML","Bulk_N_soil","N",0,"proline","AA","Y",234888.5
"238",238,"11S_POS.mzML","11S_NEG.mzML","Root_N_1day","N",1,"proline","AA","Y",299055.46
"239",239,"31S_POS.mzML","31S_NEG.mzML","Root_N_1day","N",1,"proline","AA","Y",301059.55
"240",240,"51S_POS.mzML","51S_NEG.mzML","Root_N_1day","N",1,"proline","AA","Y",330355.74
"241",241,"13S_POS.mzML","13S_NEG.mzML","Root_N_2day","N",2,"proline","AA","Y",317956.79
"242",242,"33S_POS.mzML","33S_NEG.mzML","Root_N_2day","N",2,"proline","AA","Y",267431.41
"243",243,"53S_POS.mzML","53S_NEG.mzML","Root_N_2day","N",2,"proline","AA","Y",465771.43
"244",244,"19S_POS.mzML","19S_NEG.mzML","Root_N_3.5day","N",3.5,"proline","AA","Y",384199.6
"245",245,"35S_POS.mzML","35S_NEG.mzML","Root_N_3.5day","N",3.5,"proline","AA","Y",818993.75
"246",246,"55S_POS.mzML","55S_NEG.mzML","Root_N_3.5day","N",3.5,"proline","AA","Y",617780.7
"247",247,"15S_POS.mzML","15S_NEG.mzML","Root_N_5.5day","N",5.5,"proline","AA","Y",483004.16
"248",248,"37S_POS.mzML","37S_NEG.mzML","Root_N_5.5day","N",5.5,"proline","AA","Y",359843.29
"249",249,"57S_POS.mzML","57S_NEG.mzML","Root_N_5.5day","N",5.5,"proline","AA","Y",466237.35
"250",250,"67S_POS.mzML","67S_NEG.mzML","Root_N_7.5day","N",7.5,"proline","AA","Y",444383.05
"251",251,"69S_POS.mzML","69S_NEG.mzML","Root_N_7.5day","N",7.5,"proline","AA","Y",389664.65
"252",252,"81S_POSre.mzML","81S_NEGre.mzML","Root_N_7.5day","N",7.5,"proline","AA","Y",148658.67
"253",253,"29S_POS.mzML","29S_NEG.mzML","Bulk_soil","X",0,"valine","AA","Y",1268982.9
"254",254,"49S_POS.mzML","49S_NEG.mzML","Bulk_soil","X",0,"valine","AA","Y",1354791.29
"255",255,"9S_POS.mzML","9S_NEG.mzML","Bulk_soil","X",0,"valine","AA","Y",1411554.86
"256",256,"1S_POS.mzML","1S_NEG.mzML","Root_1day","X",1,"valine","AA","Y",1424592.48
"257",257,"21S_POS.mzML","21S_NEG.mzML","Root_1day","X",1,"valine","AA","Y",5610707.34
"258",258,"41S_POS.mzML","41S_NEG.mzML","Root_1day","X",1,"valine","AA","Y",2607701.1
"259",259,"23S_POS.mzML","23S_NEG.mzML","Root_2day","X",2,"valine","AA","Y",1828612.73
"260",260,"3S_POS.mzML","3S_NEG.mzML","Root_2day","X",2,"valine","AA","Y",1686577.42
"261",261,"43S_POS.mzML","43S_NEG.mzML","Root_2day","X",2,"valine","AA","Y",1245332.86
"262",262,"25S_POS.mzML","25S_NEG.mzML","Root_3.5day","X",3.5,"valine","AA","Y",2877527.67
"263",263,"45S_POS.mzML","45S_NEG.mzML","Root_3.5day","X",3.5,"valine","AA","Y",2074235.75
"264",264,"5S_POS.mzML","5S_NEG.mzML","Root_3.5day","X",3.5,"valine","AA","Y",2126399.93
"265",265,"27S_POS.mzML","27S_NEG.mzML","Root_5.5day","X",5.5,"valine","AA","Y",1193952.77
"266",266,"47S_POS.mzML","47S_NEG.mzML","Root_5.5day","X",5.5,"valine","AA","Y",1776831.67
"267",267,"7S_POS.mzML","7S_NEG.mzML","Root_5.5day","X",5.5,"valine","AA","Y",1920073.5
"268",268,"61S_POS.mzML","61S_NEG.mzML","Root_7.5day","X",7.5,"valine","AA","Y",1436132.67
"269",269,"63S_POS.mzML","63S_NEG.mzML","Root_7.5day","X",7.5,"valine","AA","Y",234487.65
"270",270,"65S_POS.mzML","65S_NEG.mzML","Root_7.5day","X",7.5,"valine","AA","Y",2562510.7
"271",271,"17S_POS.mzML","17S_NEG.mzML","Bulk_N_soil","N",0,"valine","AA","Y",1259452.88
"272",272,"39S_POS.mzML","39S_NEG.mzML","Bulk_N_soil","N",0,"valine","AA","Y",950351.34
"273",273,"59S_POS.mzML","59S_NEG.mzML","Bulk_N_soil","N",0,"valine","AA","Y",991921.04
"274",274,"11S_POS.mzML","11S_NEG.mzML","Root_N_1day","N",1,"valine","AA","Y",1578680.35
"275",275,"31S_POS.mzML","31S_NEG.mzML","Root_N_1day","N",1,"valine","AA","Y",1846630.86
"276",276,"51S_POS.mzML","51S_NEG.mzML","Root_N_1day","N",1,"valine","AA","Y",1446384.46
"277",277,"13S_POS.mzML","13S_NEG.mzML","Root_N_2day","N",2,"valine","AA","Y",1355976.46
"278",278,"33S_POS.mzML","33S_NEG.mzML","Root_N_2day","N",2,"valine","AA","Y",1391534.13
"279",279,"53S_POS.mzML","53S_NEG.mzML","Root_N_2day","N",2,"valine","AA","Y",2213218.06
"280",280,"19S_POS.mzML","19S_NEG.mzML","Root_N_3.5day","N",3.5,"valine","AA","Y",1582838.27
"281",281,"35S_POS.mzML","35S_NEG.mzML","Root_N_3.5day","N",3.5,"valine","AA","Y",2219599.19
"282",282,"55S_POS.mzML","55S_NEG.mzML","Root_N_3.5day","N",3.5,"valine","AA","Y",1932414.35
"283",283,"15S_POS.mzML","15S_NEG.mzML","Root_N_5.5day","N",5.5,"valine","AA","Y",2054521.1
"284",284,"37S_POS.mzML","37S_NEG.mzML","Root_N_5.5day","N",5.5,"valine","AA","Y",1748912.07
"285",285,"57S_POS.mzML","57S_NEG.mzML","Root_N_5.5day","N",5.5,"valine","AA","Y",1206222.06
"286",286,"67S_POS.mzML","67S_NEG.mzML","Root_N_7.5day","N",7.5,"valine","AA","Y",1498184.56
"287",287,"69S_POS.mzML","69S_NEG.mzML","Root_N_7.5day","N",7.5,"valine","AA","Y",1621801.81
"288",288,"81S_POSre.mzML","81S_NEGre.mzML","Root_N_7.5day","N",7.5,"valine","AA","Y",572102.98
"289",289,"29S_POS.mzML","29S_NEG.mzML","Bulk_soil","X",0,"glucose","SAC","N",2025889.39
"290",290,"49S_POS.mzML","49S_NEG.mzML","Bulk_soil","X",0,"glucose","SAC","N",2359797.17
"291",291,"9S_POS.mzML","9S_NEG.mzML","Bulk_soil","X",0,"glucose","SAC","N",3181417.48
"292",292,"1S_POS.mzML","1S_NEG.mzML","Root_1day","X",1,"glucose","SAC","N",5677896.62
"293",293,"21S_POS.mzML","21S_NEG.mzML","Root_1day","X",1,"glucose","SAC","N",11278257.73
"294",294,"41S_POS.mzML","41S_NEG.mzML","Root_1day","X",1,"glucose","SAC","N",4825081.1
"295",295,"23S_POS.mzML","23S_NEG.mzML","Root_2day","X",2,"glucose","SAC","N",2789065.45
"296",296,"3S_POS.mzML","3S_NEG.mzML","Root_2day","X",2,"glucose","SAC","N",3491621.75
"297",297,"43S_POS.mzML","43S_NEG.mzML","Root_2day","X",2,"glucose","SAC","N",2376569.54
"298",298,"25S_POS.mzML","25S_NEG.mzML","Root_3.5day","X",3.5,"glucose","SAC","N",5115477.17
"299",299,"45S_POS.mzML","45S_NEG.mzML","Root_3.5day","X",3.5,"glucose","SAC","N",1878253.11
"300",300,"5S_POS.mzML","5S_NEG.mzML","Root_3.5day","X",3.5,"glucose","SAC","N",3210491.06
"301",301,"27S_POS.mzML","27S_NEG.mzML","Root_5.5day","X",5.5,"glucose","SAC","N",1736592.1
"302",302,"47S_POS.mzML","47S_NEG.mzML","Root_5.5day","X",5.5,"glucose","SAC","N",1506151.02
"303",303,"7S_POS.mzML","7S_NEG.mzML","Root_5.5day","X",5.5,"glucose","SAC","N",2143220.14
"304",304,"61S_POS.mzML","61S_NEG.mzML","Root_7.5day","X",7.5,"glucose","SAC","N",1739989.28
"305",305,"63S_POS.mzML","63S_NEG.mzML","Root_7.5day","X",7.5,"glucose","SAC","N",1088401.87
"306",306,"65S_POS.mzML","65S_NEG.mzML","Root_7.5day","X",7.5,"glucose","SAC","N",3597440.03
"307",307,"17S_POS.mzML","17S_NEG.mzML","Bulk_N_soil","N",0,"glucose","SAC","N",1940839.84
"308",308,"39S_POS.mzML","39S_NEG.mzML","Bulk_N_soil","N",0,"glucose","SAC","N",1849433.18
"309",309,"59S_POS.mzML","59S_NEG.mzML","Bulk_N_soil","N",0,"glucose","SAC","N",2117307.04
"310",310,"11S_POS.mzML","11S_NEG.mzML","Root_N_1day","N",1,"glucose","SAC","N",3305572.46
"311",311,"31S_POS.mzML","31S_NEG.mzML","Root_N_1day","N",1,"glucose","SAC","N",2207872.77
"312",312,"51S_POS.mzML","51S_NEG.mzML","Root_N_1day","N",1,"glucose","SAC","N",2641161.99
"313",313,"13S_POS.mzML","13S_NEG.mzML","Root_N_2day","N",2,"glucose","SAC","N",2494484.37
"314",314,"33S_POS.mzML","33S_NEG.mzML","Root_N_2day","N",2,"glucose","SAC","N",1804689.27
"315",315,"53S_POS.mzML","53S_NEG.mzML","Root_N_2day","N",2,"glucose","SAC","N",4648526.67
"316",316,"19S_POS.mzML","19S_NEG.mzML","Root_N_3.5day","N",3.5,"glucose","SAC","N",2813323.37
"317",317,"35S_POS.mzML","35S_NEG.mzML","Root_N_3.5day","N",3.5,"glucose","SAC","N",2780730.56
"318",318,"55S_POS.mzML","55S_NEG.mzML","Root_N_3.5day","N",3.5,"glucose","SAC","N",2664776.6
"319",319,"15S_POS.mzML","15S_NEG.mzML","Root_N_5.5day","N",5.5,"glucose","SAC","N",2110398.38
"320",320,"37S_POS.mzML","37S_NEG.mzML","Root_N_5.5day","N",5.5,"glucose","SAC","N",2872723.79
"321",321,"57S_POS.mzML","57S_NEG.mzML","Root_N_5.5day","N",5.5,"glucose","SAC","N",3047274.2
"322",322,"67S_POS.mzML","67S_NEG.mzML","Root_N_7.5day","N",7.5,"glucose","SAC","N",2965181.25
"323",323,"69S_POS.mzML","69S_NEG.mzML","Root_N_7.5day","N",7.5,"glucose","SAC","N",1822113.07
"324",324,"81S_POSre.mzML","81S_NEGre.mzML","Root_N_7.5day","N",7.5,"glucose","SAC","N",1030690.65
"325",325,"29S_POS.mzML","29S_NEG.mzML","Bulk_soil","X",0,"alpha.alanine","AA","Y",786816.42
"326",326,"49S_POS.mzML","49S_NEG.mzML","Bulk_soil","X",0,"alpha.alanine","AA","Y",841795.63
"327",327,"9S_POS.mzML","9S_NEG.mzML","Bulk_soil","X",0,"alpha.alanine","AA","Y",786667.41
"328",328,"1S_POS.mzML","1S_NEG.mzML","Root_1day","X",1,"alpha.alanine","AA","Y",923624.55
"329",329,"21S_POS.mzML","21S_NEG.mzML","Root_1day","X",1,"alpha.alanine","AA","Y",2552861.84
"330",330,"41S_POS.mzML","41S_NEG.mzML","Root_1day","X",1,"alpha.alanine","AA","Y",1182140.59
"331",331,"23S_POS.mzML","23S_NEG.mzML","Root_2day","X",2,"alpha.alanine","AA","Y",1117635.61
"332",332,"3S_POS.mzML","3S_NEG.mzML","Root_2day","X",2,"alpha.alanine","AA","Y",1000337.78
"333",333,"43S_POS.mzML","43S_NEG.mzML","Root_2day","X",2,"alpha.alanine","AA","Y",568062.95
"334",334,"25S_POS.mzML","25S_NEG.mzML","Root_3.5day","X",3.5,"alpha.alanine","AA","Y",1455152.36
"335",335,"45S_POS.mzML","45S_NEG.mzML","Root_3.5day","X",3.5,"alpha.alanine","AA","Y",1031514.41
"336",336,"5S_POS.mzML","5S_NEG.mzML","Root_3.5day","X",3.5,"alpha.alanine","AA","Y",1003359.45
"337",337,"27S_POS.mzML","27S_NEG.mzML","Root_5.5day","X",5.5,"alpha.alanine","AA","Y",627182.88
"338",338,"47S_POS.mzML","47S_NEG.mzML","Root_5.5day","X",5.5,"alpha.alanine","AA","Y",942343.58
"339",339,"7S_POS.mzML","7S_NEG.mzML","Root_5.5day","X",5.5,"alpha.alanine","AA","Y",1030148.39
"340",340,"61S_POS.mzML","61S_NEG.mzML","Root_7.5day","X",7.5,"alpha.alanine","AA","Y",938039.61
"341",341,"63S_POS.mzML","63S_NEG.mzML","Root_7.5day","X",7.5,"alpha.alanine","AA","Y",106850.02
"342",342,"65S_POS.mzML","65S_NEG.mzML","Root_7.5day","X",7.5,"alpha.alanine","AA","Y",1402924.54
"343",343,"17S_POS.mzML","17S_NEG.mzML","Bulk_N_soil","N",0,"alpha.alanine","AA","Y",755112.52
"344",344,"39S_POS.mzML","39S_NEG.mzML","Bulk_N_soil","N",0,"alpha.alanine","AA","Y",591654.46
"345",345,"59S_POS.mzML","59S_NEG.mzML","Bulk_N_soil","N",0,"alpha.alanine","AA","Y",589484.25
"346",346,"11S_POS.mzML","11S_NEG.mzML","Root_N_1day","N",1,"alpha.alanine","AA","Y",791099.66
"347",347,"31S_POS.mzML","31S_NEG.mzML","Root_N_1day","N",1,"alpha.alanine","AA","Y",936462.5
"348",348,"51S_POS.mzML","51S_NEG.mzML","Root_N_1day","N",1,"alpha.alanine","AA","Y",879116.12
"349",349,"13S_POS.mzML","13S_NEG.mzML","Root_N_2day","N",2,"alpha.alanine","AA","Y",724644.92
"350",350,"33S_POS.mzML","33S_NEG.mzML","Root_N_2day","N",2,"alpha.alanine","AA","Y",740768.17
"351",351,"53S_POS.mzML","53S_NEG.mzML","Root_N_2day","N",2,"alpha.alanine","AA","Y",1122253.42
"352",352,"19S_POS.mzML","19S_NEG.mzML","Root_N_3.5day","N",3.5,"alpha.alanine","AA","Y",888845.64
"353",353,"35S_POS.mzML","35S_NEG.mzML","Root_N_3.5day","N",3.5,"alpha.alanine","AA","Y",1165939.11
"354",354,"55S_POS.mzML","55S_NEG.mzML","Root_N_3.5day","N",3.5,"alpha.alanine","AA","Y",914996.38
"355",355,"15S_POS.mzML","15S_NEG.mzML","Root_N_5.5day","N",5.5,"alpha.alanine","AA","Y",1030666.25
"356",356,"37S_POS.mzML","37S_NEG.mzML","Root_N_5.5day","N",5.5,"alpha.alanine","AA","Y",965220.87
"357",357,"57S_POS.mzML","57S_NEG.mzML","Root_N_5.5day","N",5.5,"alpha.alanine","AA","Y",693166.75
"358",358,"67S_POS.mzML","67S_NEG.mzML","Root_N_7.5day","N",7.5,"alpha.alanine","AA","Y",907668.7
"359",359,"69S_POS.mzML","69S_NEG.mzML","Root_N_7.5day","N",7.5,"alpha.alanine","AA","Y",926831.37
"360",360,"81S_POSre.mzML","81S_NEGre.mzML","Root_N_7.5day","N",7.5,"alpha.alanine","AA","Y",335821.1
"361",361,"29S_POS.mzML","29S_NEG.mzML","Bulk_soil","X",0,"shikimic.acid","OA","N",258440.1
"362",362,"49S_POS.mzML","49S_NEG.mzML","Bulk_soil","X",0,"shikimic.acid","OA","N",249829.82
"363",363,"9S_POS.mzML","9S_NEG.mzML","Bulk_soil","X",0,"shikimic.acid","OA","N",216119.2
"364",364,"1S_POS.mzML","1S_NEG.mzML","Root_1day","X",1,"shikimic.acid","OA","N",320086.87
"365",365,"21S_POS.mzML","21S_NEG.mzML","Root_1day","X",1,"shikimic.acid","OA","N",1198225.11
"366",366,"41S_POS.mzML","41S_NEG.mzML","Root_1day","X",1,"shikimic.acid","OA","N",324281.67
"367",367,"23S_POS.mzML","23S_NEG.mzML","Root_2day","X",2,"shikimic.acid","OA","N",269711.9
"368",368,"3S_POS.mzML","3S_NEG.mzML","Root_2day","X",2,"shikimic.acid","OA","N",307156.11
"369",369,"43S_POS.mzML","43S_NEG.mzML","Root_2day","X",2,"shikimic.acid","OA","N",290169.1
"370",370,"25S_POS.mzML","25S_NEG.mzML","Root_3.5day","X",3.5,"shikimic.acid","OA","N",336909.07
"371",371,"45S_POS.mzML","45S_NEG.mzML","Root_3.5day","X",3.5,"shikimic.acid","OA","N",305300.23
"372",372,"5S_POS.mzML","5S_NEG.mzML","Root_3.5day","X",3.5,"shikimic.acid","OA","N",384818.91
"373",373,"27S_POS.mzML","27S_NEG.mzML","Root_5.5day","X",5.5,"shikimic.acid","OA","N",190213.59
"374",374,"47S_POS.mzML","47S_NEG.mzML","Root_5.5day","X",5.5,"shikimic.acid","OA","N",263280.45
"375",375,"7S_POS.mzML","7S_NEG.mzML","Root_5.5day","X",5.5,"shikimic.acid","OA","N",328597.58
"376",376,"61S_POS.mzML","61S_NEG.mzML","Root_7.5day","X",7.5,"shikimic.acid","OA","N",316970.32
"377",377,"63S_POS.mzML","63S_NEG.mzML","Root_7.5day","X",7.5,"shikimic.acid","OA","N",312361.91
"378",378,"65S_POS.mzML","65S_NEG.mzML","Root_7.5day","X",7.5,"shikimic.acid","OA","N",422895.01
"379",379,"17S_POS.mzML","17S_NEG.mzML","Bulk_N_soil","N",0,"shikimic.acid","OA","N",276894.51
"380",380,"39S_POS.mzML","39S_NEG.mzML","Bulk_N_soil","N",0,"shikimic.acid","OA","N",239994.01
"381",381,"59S_POS.mzML","59S_NEG.mzML","Bulk_N_soil","N",0,"shikimic.acid","OA","N",224699.75
"382",382,"11S_POS.mzML","11S_NEG.mzML","Root_N_1day","N",1,"shikimic.acid","OA","N",374306.19
"383",383,"31S_POS.mzML","31S_NEG.mzML","Root_N_1day","N",1,"shikimic.acid","OA","N",295675.32
"384",384,"51S_POS.mzML","51S_NEG.mzML","Root_N_1day","N",1,"shikimic.acid","OA","N",285949.08
"385",385,"13S_POS.mzML","13S_NEG.mzML","Root_N_2day","N",2,"shikimic.acid","OA","N",204382
"386",386,"33S_POS.mzML","33S_NEG.mzML","Root_N_2day","N",2,"shikimic.acid","OA","N",302736.76
"387",387,"53S_POS.mzML","53S_NEG.mzML","Root_N_2day","N",2,"shikimic.acid","OA","N",423673.65
"388",388,"19S_POS.mzML","19S_NEG.mzML","Root_N_3.5day","N",3.5,"shikimic.acid","OA","N",365427.02
"389",389,"35S_POS.mzML","35S_NEG.mzML","Root_N_3.5day","N",3.5,"shikimic.acid","OA","N",324706.87
"390",390,"55S_POS.mzML","55S_NEG.mzML","Root_N_3.5day","N",3.5,"shikimic.acid","OA","N",247305.75
"391",391,"15S_POS.mzML","15S_NEG.mzML","Root_N_5.5day","N",5.5,"shikimic.acid","OA","N",280981.73
"392",392,"37S_POS.mzML","37S_NEG.mzML","Root_N_5.5day","N",5.5,"shikimic.acid","OA","N",261147.91
"393",393,"57S_POS.mzML","57S_NEG.mzML","Root_N_5.5day","N",5.5,"shikimic.acid","OA","N",251456.18
"394",394,"67S_POS.mzML","67S_NEG.mzML","Root_N_7.5day","N",7.5,"shikimic.acid","OA","N",345885.18
"395",395,"69S_POS.mzML","69S_NEG.mzML","Root_N_7.5day","N",7.5,"shikimic.acid","OA","N",246998.37
"396",396,"81S_POSre.mzML","81S_NEGre.mzML","Root_N_7.5day","N",7.5,"shikimic.acid","OA","N",196730.9
"397",397,"29S_POS.mzML","29S_NEG.mzML","Bulk_soil","X",0,"succinic.acid","OA","N",268019.4
"398",398,"49S_POS.mzML","49S_NEG.mzML","Bulk_soil","X",0,"succinic.acid","OA","N",1174175.14
"399",399,"9S_POS.mzML","9S_NEG.mzML","Bulk_soil","X",0,"succinic.acid","OA","N",667511.19
"400",400,"1S_POS.mzML","1S_NEG.mzML","Root_1day","X",1,"succinic.acid","OA","N",2839994.9
"401",401,"21S_POS.mzML","21S_NEG.mzML","Root_1day","X",1,"succinic.acid","OA","N",14161734.86
"402",402,"41S_POS.mzML","41S_NEG.mzML","Root_1day","X",1,"succinic.acid","OA","N",2422620.18
"403",403,"23S_POS.mzML","23S_NEG.mzML","Root_2day","X",2,"succinic.acid","OA","N",2269107.29
"404",404,"3S_POS.mzML","3S_NEG.mzML","Root_2day","X",2,"succinic.acid","OA","N",11640132.26
"405",405,"43S_POS.mzML","43S_NEG.mzML","Root_2day","X",2,"succinic.acid","OA","N",3325545.12
"406",406,"25S_POS.mzML","25S_NEG.mzML","Root_3.5day","X",3.5,"succinic.acid","OA","N",9069825.34
"407",407,"45S_POS.mzML","45S_NEG.mzML","Root_3.5day","X",3.5,"succinic.acid","OA","N",9900167.23
"408",408,"5S_POS.mzML","5S_NEG.mzML","Root_3.5day","X",3.5,"succinic.acid","OA","N",21089634.54
"409",409,"27S_POS.mzML","27S_NEG.mzML","Root_5.5day","X",5.5,"succinic.acid","OA","N",5816338.26
"410",410,"47S_POS.mzML","47S_NEG.mzML","Root_5.5day","X",5.5,"succinic.acid","OA","N",17675307.85
"411",411,"7S_POS.mzML","7S_NEG.mzML","Root_5.5day","X",5.5,"succinic.acid","OA","N",19256231.13
"412",412,"61S_POS.mzML","61S_NEG.mzML","Root_7.5day","X",7.5,"succinic.acid","OA","N",9594442.5
"413",413,"63S_POS.mzML","63S_NEG.mzML","Root_7.5day","X",7.5,"succinic.acid","OA","N",2032975.4
"414",414,"65S_POS.mzML","65S_NEG.mzML","Root_7.5day","X",7.5,"succinic.acid","OA","N",30301965.39
"415",415,"17S_POS.mzML","17S_NEG.mzML","Bulk_N_soil","N",0,"succinic.acid","OA","N",731727.51
"416",416,"39S_POS.mzML","39S_NEG.mzML","Bulk_N_soil","N",0,"succinic.acid","OA","N",291223.72
"417",417,"59S_POS.mzML","59S_NEG.mzML","Bulk_N_soil","N",0,"succinic.acid","OA","N",516019.2
"418",418,"11S_POS.mzML","11S_NEG.mzML","Root_N_1day","N",1,"succinic.acid","OA","N",1581367.44
"419",419,"31S_POS.mzML","31S_NEG.mzML","Root_N_1day","N",1,"succinic.acid","OA","N",1807025.69
"420",420,"51S_POS.mzML","51S_NEG.mzML","Root_N_1day","N",1,"succinic.acid","OA","N",2148411.26
"421",421,"13S_POS.mzML","13S_NEG.mzML","Root_N_2day","N",2,"succinic.acid","OA","N",2358241.22
"422",422,"33S_POS.mzML","33S_NEG.mzML","Root_N_2day","N",2,"succinic.acid","OA","N",921692.81
"423",423,"53S_POS.mzML","53S_NEG.mzML","Root_N_2day","N",2,"succinic.acid","OA","N",1719708.22
"424",424,"19S_POS.mzML","19S_NEG.mzML","Root_N_3.5day","N",3.5,"succinic.acid","OA","N",12033204.19
"425",425,"35S_POS.mzML","35S_NEG.mzML","Root_N_3.5day","N",3.5,"succinic.acid","OA","N",17966019.89
"426",426,"55S_POS.mzML","55S_NEG.mzML","Root_N_3.5day","N",3.5,"succinic.acid","OA","N",4491109.79
"427",427,"15S_POS.mzML","15S_NEG.mzML","Root_N_5.5day","N",5.5,"succinic.acid","OA","N",22360237.86
"428",428,"37S_POS.mzML","37S_NEG.mzML","Root_N_5.5day","N",5.5,"succinic.acid","OA","N",14376814.08
"429",429,"57S_POS.mzML","57S_NEG.mzML","Root_N_5.5day","N",5.5,"succinic.acid","OA","N",16364965.9
"430",430,"67S_POS.mzML","67S_NEG.mzML","Root_N_7.5day","N",7.5,"succinic.acid","OA","N",23656198.72
"431",431,"69S_POS.mzML","69S_NEG.mzML","Root_N_7.5day","N",7.5,"succinic.acid","OA","N",11886059.03
"432",432,"81S_POSre.mzML","81S_NEGre.mzML","Root_N_7.5day","N",7.5,"succinic.acid","OA","N",3884085.5
"433",433,"29S_POS.mzML","29S_NEG.mzML","Bulk_soil","X",0,"fumaric.acid","OA","N",151997.09
"434",434,"49S_POS.mzML","49S_NEG.mzML","Bulk_soil","X",0,"fumaric.acid","OA","N",146538.04
"435",435,"9S_POS.mzML","9S_NEG.mzML","Bulk_soil","X",0,"fumaric.acid","OA","N",110132.79
"436",436,"1S_POS.mzML","1S_NEG.mzML","Root_1day","X",1,"fumaric.acid","OA","N",179043.34
"437",437,"21S_POS.mzML","21S_NEG.mzML","Root_1day","X",1,"fumaric.acid","OA","N",1091392.49
"438",438,"41S_POS.mzML","41S_NEG.mzML","Root_1day","X",1,"fumaric.acid","OA","N",353272.15
"439",439,"23S_POS.mzML","23S_NEG.mzML","Root_2day","X",2,"fumaric.acid","OA","N",273336.95
"440",440,"3S_POS.mzML","3S_NEG.mzML","Root_2day","X",2,"fumaric.acid","OA","N",2244741.08
"441",441,"43S_POS.mzML","43S_NEG.mzML","Root_2day","X",2,"fumaric.acid","OA","N",1079770.54
"442",442,"25S_POS.mzML","25S_NEG.mzML","Root_3.5day","X",3.5,"fumaric.acid","OA","N",1412276.22
"443",443,"45S_POS.mzML","45S_NEG.mzML","Root_3.5day","X",3.5,"fumaric.acid","OA","N",1109538.26
"444",444,"5S_POS.mzML","5S_NEG.mzML","Root_3.5day","X",3.5,"fumaric.acid","OA","N",4285929.16
"445",445,"27S_POS.mzML","27S_NEG.mzML","Root_5.5day","X",5.5,"fumaric.acid","OA","N",2233281.45
"446",446,"47S_POS.mzML","47S_NEG.mzML","Root_5.5day","X",5.5,"fumaric.acid","OA","N",4545460.73
"447",447,"7S_POS.mzML","7S_NEG.mzML","Root_5.5day","X",5.5,"fumaric.acid","OA","N",6437455.15
"448",448,"61S_POS.mzML","61S_NEG.mzML","Root_7.5day","X",7.5,"fumaric.acid","OA","N",2133651.95
"449",449,"63S_POS.mzML","63S_NEG.mzML","Root_7.5day","X",7.5,"fumaric.acid","OA","N",1871248.54
"450",450,"65S_POS.mzML","65S_NEG.mzML","Root_7.5day","X",7.5,"fumaric.acid","OA","N",16435169
"451",451,"17S_POS.mzML","17S_NEG.mzML","Bulk_N_soil","N",0,"fumaric.acid","OA","N",119672.41
"452",452,"39S_POS.mzML","39S_NEG.mzML","Bulk_N_soil","N",0,"fumaric.acid","OA","N",73748.22
"453",453,"59S_POS.mzML","59S_NEG.mzML","Bulk_N_soil","N",0,"fumaric.acid","OA","N",107438.45
"454",454,"11S_POS.mzML","11S_NEG.mzML","Root_N_1day","N",1,"fumaric.acid","OA","N",299164.27
"455",455,"31S_POS.mzML","31S_NEG.mzML","Root_N_1day","N",1,"fumaric.acid","OA","N",303134.03
"456",456,"51S_POS.mzML","51S_NEG.mzML","Root_N_1day","N",1,"fumaric.acid","OA","N",263924.27
"457",457,"13S_POS.mzML","13S_NEG.mzML","Root_N_2day","N",2,"fumaric.acid","OA","N",228074.55
